id,common_name,scientific_name,aliases,retail_group,care_profile_id,description,care_summary,light_category,water_category,humidity_category,soil_category,airflow_notes,difficulty,pet_safety,data_quality,listing_keywords
rhaphidophora-tetrasperma,Rhaphidophora Tetrasperma,Rhaphidophora tetrasperma,Mini monstera,houseplant_aroid,AROIDS_CHUNKY,"Rhaphidophora Tetrasperma is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rhaphidophora Tetrasperma, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
rhaphidophora-decursiva,Rhaphidophora Decursiva,Rhaphidophora decursiva,,houseplant_aroid,AROIDS_CHUNKY,"Rhaphidophora Decursiva is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Rhaphidophora Decursiva, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
arrowhead-plant,Arrowhead Plant,Syngonium podophyllum,Syngonium,houseplant_aroid,AROIDS_CHUNKY,"Arrowhead Plant is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Arrowhead Plant, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
syngonium-albo,Syngonium Albo,Syngonium podophyllum 'Albo Variegatum',,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Syngonium Albo is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Syngonium Albo, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
syngonium-pink-allusion,Syngonium Pink Allusion,Syngonium podophyllum 'Pink Allusion',,houseplant_aroid,AROIDS_CHUNKY,"Syngonium Pink Allusion is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Syngonium Pink Allusion, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
syngonium-milk-confetti,Syngonium Milk Confetti,Syngonium podophyllum 'Milk Confetti',,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Syngonium Milk Confetti is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Syngonium Milk Confetti, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
anthurium-flamingo-flower,Anthurium Flamingo Flower,Anthurium andraeanum,Flamingo lily,houseplant_aroid,AROIDS_CHUNKY,"Anthurium Flamingo Flower is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Anthurium Flamingo Flower, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
anthurium-clarinervium,Anthurium Clarinervium,Anthurium clarinervium,,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Anthurium Clarinervium is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Anthurium Clarinervium, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
anthurium-crystallinum,Anthurium Crystallinum,Anthurium crystallinum,,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Anthurium Crystallinum is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Anthurium Crystallinum, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
anthurium-veitchii,Anthurium Veitchii,Anthurium veitchii,King anthurium,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Anthurium Veitchii is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Anthurium Veitchii, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
anthurium-warocqueanum,Anthurium Warocqueanum,Anthurium warocqueanum,Queen anthurium,houseplant_aroid,RARE_AROIDS_HIGH_HUMIDITY,"Anthurium Warocqueanum is a collector-oriented tropical aroid usually sold for distinctive leaves, venation, or variegation. Listings should be clear about root status, leaf count, humidity acclimation, and cosmetic leaf wear.","Bright filtered light; avoid direct sun on thin or velvety leaves. Keep evenly moist but never soggy; allow the upper mix to begin drying between waterings. High humidity preferred, often 60-80%, with steady warmth. Soil: Very airy aroid mix with bark, perlite/pumice, coco chips, and a moisture-retentive component.",bright_indirect,even_moist,high,chunky_aroid_moist,High humidity should be paired with airflow to prevent leaf spotting and rot.,intermediate_to_advanced,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Anthurium Warocqueanum, houseplant aroid, Rare/velvety aroid, plant care, rooted plant, local pickup"
peace-lily,Peace Lily,Spathiphyllum wallisii,Spathiphyllum,houseplant_aroid,AROIDS_CHUNKY,"Peace Lily is a popular tropical foliage plant sold for decorative leaves, climbing/trailing habit, and easy propagation. Listings should emphasize leaf shape, variegation, pot size, and rooted cutting status.","Bright indirect to medium indirect light; protect from harsh midday sun indoors. Water when the top 30-50% of mix dries; do not leave standing in water. Average indoor humidity is usually workable; 50-70% helps larger leaves and velvety species. Soil: Chunky, airy aroid mix with potting soil/coco plus orchid bark, perlite, or pumice.",bright_indirect_to_medium,moderate_drydown,average_to_high,chunky_aroid_mix,Gentle airflow helps reduce fungal issues; avoid cold drafts and heater vents.,easy_to_intermediate,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Peace Lily, houseplant aroid, Tropical aroid / chunky mix, plant care, rooted plant, local pickup"
dieffenbachia,Dieffenbachia,Dieffenbachia seguine,Dumb cane,houseplant_foliage,LOW_LIGHT_RESILIENT,Dieffenbachia is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Dieffenbachia, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
aglaonema-silver-bay,Aglaonema Silver Bay,Aglaonema 'Silver Bay',Chinese evergreen,houseplant_foliage,LOW_LIGHT_RESILIENT,Aglaonema Silver Bay is a durable foliage plant valued for tolerating typical home conditions and less frequent watering. It is a strong beginner-friendly listing with simple care and flexible light requirements.,Low to bright indirect light; growth is faster with brighter indirect light. Let soil dry well between waterings; overwatering is the main risk. Normal household humidity is fine. Soil: Well-draining indoor potting mix with perlite or pumice.,low_to_bright_indirect,low_water,average,standard_well_draining,Tolerates normal indoor air; avoid cold drafts.,easy,likely_toxic,mvp_seed_needs_taxonomy_and_toxicity_review,"Aglaonema Silver Bay, houseplant foliage, Low-light resilient foliage, plant care, rooted plant, local pickup"
